2,0,0,3.25999999046326
1,1,0,3.21000003814697
0,1,1,3.94000005722046
1,0,0,2.80999994277954
1,0,0,2.52999997138977
0,0,1,2.58999991416931
1,0,0,2.55999994277954
1,0,0,2.73000001907349
0,0,0,3
1,1,0,3.5
0,1,1,3.65000009536743
1,0,0,2.83999991416931
2,0,1,3.90000009536743
1,0,0,2.6800000667572
0,1,0,3.5699999332428
0,0,0,3.08999991416931
0,0,1,3.5
0,0,0,2.17000007629395
2,0,1,3.35999989509583
1,0,0,3.40000009536743
2,0,0,2.75
1,1,0,3.20000004768372
0,0,0,2.44000005722046
0,0,0,2.82999992370605
0,0,1,3
1,0,1,3.26999998092651
1,1,0,3.14000010490417
1,0,0,3.36999988555908
2,0,1,2.78999996185303
0,0,0,2.90000009536743
1,0,0,3.38000011444092
0,0,1,2.95000004768372
0,0,0,2.98000001907349
0,1,1,3.80999994277954
0,0,0,2.74000000953674
0,0,0,2.61999988555908
0,0,0,2.84999990463257
1,0,0,2.5
1,0,0,2.75
0,0,0,2.25999999046326
0,0,0,2.02999997138977
1,1,0,2.84999990463257
0,0,0,2.72000002861023
1,0,0,2.89000010490417
1,1,0,2.47000002861023
0,0,0,3.03999996185303
0,0,0,3.09999990463257
0,0,0,2.5699999332428
0,0,0,2.08999991416931
1,0,0,2.94000005722046
0,0,0,3.45000004768372
0,0,0,2.75999999046326
2,0,1,2.96000003814697
0,0,0,2.89000010490417
1,0,0,2.97000002861023
1,0,1,3.91000008583069
1,0,0,2.76999998092651
0,0,0,2.50999999046326
0,0,0,3.24000000953674
0,0,0,2.44000005722046
1,0,0,2.77999997138977
0,0,0,2.94000005722046
0,1,0,3.22000002861023
0,0,0,3.5
2,1,0,3.5699999332428
1,0,0,3.17000007629395
0,0,1,3.23000001907349
0,0,0,2.91000008583069
0,0,0,3.27999997138977
0,0,1,3.3199999332428
0,0,0,3.61999988555908
0,0,0,2.54999995231628
0,0,0,2.97000002861023
2,1,0,3.63000011444092
0,0,1,3.01999998092651
0,0,1,3.59999990463257
0,0,0,2.95000004768372
2,1,1,3.80999994277954
1,1,0,2.6800000667572
0,1,0,3.72000002861023
0,0,0,2.49000000953674
0,0,0,2.72000002861023
0,1,0,2.25
0,0,0,2.52999997138977
0,0,0,3.25999999046326
2,0,0,2.5699999332428
0,0,0,2.90000009536743
0,0,0,3.04999995231628
1,0,0,2.84999990463257
1,0,0,4
2,1,0,3.40000009536743
1,0,1,3.24000000953674
0,0,1,3.50999999046326
2,0,0,2.54999995231628
0,0,0,3.05999994277954
2,0,0,3
1,0,0,3.13000011444092
0,0,0,3.16000008583069
1,0,0,2.47000002861023
1,0,0,2.89000010490417
0,0,0,2.74000000953674
0,0,0,3.16000008583069
0,0,0,2.92000007629395
1,0,0,3.5699999332428
1,1,0,3.49000000953674
1,0,1,2.55999994277954
1,1,0,3.11999988555908
1,1,0,2.65000009536743
1,0,0,2.50999999046326
1,0,0,3.07999992370605
1,0,0,2.65000009536743
0,0,0,2.99000000953674
0,0,0,2.63000011444092
1,0,0,2.79999995231628
1,0,1,3.46000003814697
0,0,0,3.60999989509583
0,0,0,3.07999992370605
0,1,0,3.27999997138977
0,0,1,3.30999994277954
0,0,0,2.5699999332428
